TweetId,TweetOriginal,TweetProcess
2024,"@pmln_org @MaryamNSharif یہ لیڈرنہیں سیاسی گیدڑ ہیں
جوکردارکےلحاظ سےسانپ ہیں
میرا ملک نسل در نسل ڈستے
چلےارہےمیرےپاکستانی ماوں
بہنوں بیٹیون اورمیرےبزرگوں
بھائیوں اوربچوں کےمنہ سے
روزی روٹی چھین کراپنےبچوں
کاجہنم بھررہےہیں حرام کی
کمائی پر پلےانکے بچےانہیں
حرام خوروں کادفاع کرتےہیں 
کتے میری قوم کےناسور","@pmln_org @MaryamNSharif یہ لیڈر نہیں سیاسی گیدڑ ہیں
جوکردار کے لحاظ  سے سانپ ہیں
میرا ملک نسل در نسل ڈستے
چلے ا رہے میرے پاکستانی ماوں
بہنوں بیٹیون اور میرے بزرگوں
بھائیوں  اور بچوں کےمنہ سے
روزی روٹی چھین کر اپنے بچوں
کا جہنم بھر رہے ہیں حرام کی
کمائی پر پلے انکے بچے انہیں
حرام خوروں کا دفاع کرتے ہیں 
کتے میری قوم کےناسور"
2201,@iqrarulhassan تم ایک انتہائی چھوٹے غلیظ اور گھٹیا انسان ہو اور یہ تم ج؛ نتے ہو,@iqrarulhassan تم ایک انتہائی جھوٹے غلیظ اور گھٹیا انسان ہو اور یہ تم  جانتے ہو
2313,"تاریخ لکھے گی جب ملک دیوالیہ ہو رہا تھا، پورے ملک میں بدامنی، مہنگائی، لاقانونیت، دہشت گردی، غربت عروج پر تھی اور پہلی بار کشمیری کسی پاکستانی وزیراعظم کی تصویر کو آگ لگا رہے تھے تو وزیراعظم فٹ بال میچ انجوائے کر رہا تھا
جب روم جل رہا تھا تو روم کا حکمران نیرو بانسری بجا رہا تھا https://t.co/M1Py37GqoI https://t.co/yQgsugyTEA","تاریخ لکھے گی جب ملک دیوالیہ ہو رہا تھا، پورے ملک میں بدامنی، مہنگائی، لاقانونیت، دہشت گردی، غربت عروج پر تھی اور پہلی بار کشمیری کسی پاکستانی وزیراعظم کی تصویر کو آگ لگا رہے تھے تو وزیراعظم فٹ بال میچ انجوائے کر رہا تھا
جب روم جل رہا تھا تو روم کا حکمران نیرو بانسری بجا رہا تھا https://t.co/M1Py37GqoI https://t.co/yQgsugyTEA"
2337,@RehamKhan1 اوہ بی بی لوگ کہاں سے کہاں پہنچ گئے اور آپ ابھی تک عمران خان کی یاد میں آنسو بہا رہی ہے۔ اب آپکا کچھ نہیں ہوسکتا لہذا مشورہ یہی ہے کہ مینولی کام چلالیا کریں۔,@RehamKhan1 اوہ بی بی لوگ کہاں سے کہاں پہنچ گئے اور آپ ابھی تک عمران خان کی یاد میں آنسو بہا رہی ہے۔ اب آپکا کچھ نہیں ہوسکتا لہذا مشورہ یہی ہے کہ مینولی کام چلالیا کریں۔
2395,"انسان کو زندگی میں شاید محبت کرنے والے کی اِتنی ضرورت نہیں ہوتی، جتنی اُسے سمجھنے والے کی ہوتی ھے محبت اسے بہت سے لوگ کرتے ھے پر سمجھتا کوئ ایک ہی اور جو سمجھ لے اس جیسی محبت کوئ نہیں کرسکتا۔۔۔۔۔۔۔

🖤۔۔","انسان کو زندگی میں شاید محبت کرنے والے کی اِتنی ضرورت نہیں ہوتی، جتنی اُسے سمجھنے والے کی ہوتی ھے محبت اسے بہت سے لوگ کرتے ھے پر سمجھتا کوئ ایک ہی اور جو سمجھ لے اس جیسی محبت کوئ نہیں کرسکتا۔۔۔۔۔۔۔

🖤۔۔"
2430,@TahirMughalPml2 رنڈی نٸی ویڈیوز بنانے تیار ہو گی اب کس کس نیچے لیٹے گی پتا نہیں,@TahirMughalPml2 رنڈی نٸی ویڈیوز بنانے تیار ہو گی اب کس کس نیچے لیٹے گی پتا نہیں
2461,@Ahmad_Noorani نوارانی صاحب اجکل پاکستان پر اپکو پتاہےکہ ملک دشمن قابض ہیں. یہ نوازشریف ٹولا تو کشمیری مسلمانوں کاسب سےبڑا دشمن اور مجرم ہے. مودی کشمیر کے مسلمانوں کو شہید کرتارہا تھا. تو نوازشریف اس مودی کی ماں کوساڑھیان بھیج رہاتھا. اپنے گھرکی شادی میں بولارہا تھاحقیقت میں یہ لوگ غدار ہیں https://t.co/vbu8jEmPpm,@Ahmad_Noorani نوارانی صاحب اجکل پاکستان پر اپکو پتاہےکہ ملک دشمن قابض ہیں. یہ نوازشریف ٹولا تو کشمیری مسلمانوں کاسب سےبڑا دشمن اور مجرم ہے. مودی کشمیر کے مسلمانوں کو شہید کرتارہا تھا. تو نوازشریف اس مودی کی ماں کوساڑھیان بھیج رہاتھا. اپنے گھرکی شادی میں بولارہا تھاحقیقت میں یہ لوگ غدار ہیں https://t.co/vbu8jEmPpm
2610,"تم نے ایک عمر میرے دل پر حکومت کی ہے ✨🥀
تمہیں ایک پل میں کیسے بھلایا جاسکتا ہے 🫠💫 https://t.co/smvxP1nlY2","تم نے ایک عمر میرے دل پر حکومت کی ہے ✨🥀
تمہیں ایک پل میں کیسے بھلایا جاسکتا ہے 🫠💫 https://t.co/smvxP1nlY2"
2690,"صدرپوتن نے ہم جنس پرستی کو پروپیگنڈا قراردے کرمکمل کالعدم کردیا:
روسی قانون میں انفارمیشن ٹیکنالوجیز اور انفارمیشن پروٹیکشن قانون میں ترامیم کی گئی۔ نئے قانون کے تحت اب سوشل نیٹ ورکس، ذرائع ابلاغ، فلموں اور اشتہارات میں ہم جنسی کا پروپیگنڈہ مکمل طور پر ممنوع ہے https://t.co/2nYG3dHAK0","صدر پوتن نے ہم جنس پرستی کو پروپیگنڈا قرار دے کر مکمل کالعدم کردیا:
روسی قانون میں انفارمیشن ٹیکنالوجیز اور انفارمیشن پروٹیکشن قانون میں ترامیم کی گئی۔ نئے قانون کے تحت اب سوشل نیٹ ورکس، ذرائع ابلاغ، فلموں اور اشتہارات میں ہم جنسی کا پروپیگنڈہ مکمل طور پر ممنوع ہے "
2707,ہم ریاست کشمیر اور اہل کشمیریوں کے وزیراعظم کے ساتھ ڈٹ کے کھڑے ہیں 💜 https://t.co/4eJIo0Z2wP,ہم ریاست کشمیر اور اہل کشمیریوں کے وزیراعظم کے ساتھ ڈٹ کے کھڑے ہیں 💜 https://t.co/4eJIo0Z2wP
2780,@AnasGondal19 یہ سبی ڈویژن سے ایم این اے ہے انتہائ درجے کا کرپٹ بےایمان ہے حلقے میں کام تو کیا ایک دورہ تک نہیں کیا ہر محفل میں کہتا ہے کہ میں ووٹوں سے نہیں بوٹوں سے آیا ہوں۔بزدل انسان,@AnasGondal19 یہ سب ڈویژن سے ایم این اے ہے انتہائی درجے کا کرپٹ بےایمان ہے حلقے میں کام تو کیا ایک دورہ تک نہیں کیا ہر محفل میں کہتا ہے کہ میں ووٹوں سے نہیں بوٹوں سے آیا ہوں۔بزدل انسان
2820,@Marriyum_A نکچی پوپوسگریٹوں کی دلالی میں اربوں روپے بناۓ کشمیر پر حملے کابھارتی وزیر دفاع نے بیان دیا امپورٹیڈ حکومت خاموش رہی جنرل حافظ سید عاصم منیرصاحب نے جواب دیا أپ @ImranKhanPTI جس نے اقوام متحدہ میں کشمیریوں کے لئے أواز اٹھائی بھارت سے تجارت بند کی ملکہ نے اپنے داماد کے لئے کھلوائی,
2845,"@AyeshaBhutta01 بلکل
اس فوٹو گرافر نے خودکشی کی تھی
کیونکہ ایوارڈ ملنے کے کچھ بعد کسی پارٹی میں کسی لیڈی نے سوال کیا
کہ فوٹو لینے کے بعد اس بچے کا کیا ہوا
تو کیون بولا پتا نہیں
مجھے فلائیٹ پکڑنا تھی میں وہاں سے چلا گیا
تو خاتون بولی اس دن وہاں دو گدھ تھے
ایک بچے کے پیچھے
دوسراکیمرے کے پیچھے بس😭","@AyeshaBhutta01 بلکل
اس فوٹو گرافر نے خودکشی کی تھی
کیونکہ ایوارڈ ملنے کے کچھ بعد کسی پارٹی میں کسی لیڈی نے سوال کیا
کہ فوٹو لینے کے بعد اس بچے کا کیا ہوا
تو کیون بولا پتا نہیں
مجھے فلائیٹ پکڑنا تھی میں وہاں سے چلا گیا
تو خاتون بولی اس دن وہاں دو گدھ تھے
ایک بچے کے پیچھے
دوسرا کیمرے کے پیچھے بس😭"
2869,*عطا تارڑ نے کہا کہ وزیراعظم آزادکشمیر اسلام آباد میں داخل نہیں ہو سکیں گے، یہ بات غیر مناسب ہے، کیا کسی حکومت سے اختلاف پر کوئی کشمیری اسلام آباد داخل نہیں ہو سکے گا؟ سابق وزیراعظم آزاد کشمیر و لیگی رہنما راجہ فاروق حیدر خان*,*عطا تارڑ نے کہا کہ وزیراعظم آزادکشمیر اسلام آباد میں داخل نہیں ہو سکیں گے، یہ بات غیر مناسب ہے، کیا کسی حکومت سے اختلاف پر کوئی کشمیری اسلام آباد داخل نہیں ہو سکے گا؟ سابق وزیراعظم آزاد کشمیر و لیگی رہنما راجہ فاروق حیدر خان*
3008,نسل تو اپکی اچھی نہیں لگ رہی ۔ جہالت کبھی ختم نہیں ہوگی اپ لوگو میں ۔ https://t.co/IHAOZxGmUq,"نسل تو اپکی اچھی نہیں لگ رہی ۔ جہالت کبھی ختم نہیں ہوگی اپ لوگو میں ۔ "
3065,احمدی پاکستان میں قومی برداشت اور ہم آہنگی کی ہر گفتگو کا test case ہیں۔ یہ 21ویں صدی ہے،ترقی، علم و فن کا زمانہ ہے، قرون وسطٰی کی مثال پر قائم مذھبی و سیاسی جہلاء کی نفرت آج نہیں تو کل کی تاریخ میں شرمندگی کا باعث بنےگی۔ملک بدتر ہوتاجارہا ہے۔بہت سوں کیلئےجہنم کا نمونہ بن چکا ہے۔ https://t.co/MsvBqboWv9,@AnasGondal19 یہ سب ڈویژن سے ایم این اے ہے انتہائی درجے کا کرپٹ بےایمان ہے حلقے میں کام تو کیا ایک دورہ تک نہیں کیا ہر محفل میں کہتا ہے کہ میں ووٹوں سے نہیں بوٹوں سے آیا ہوں۔بزدل انسان
3117,@humnewspakistan @SammerAbbas @AliHZaidiPTI اپنے بھڑوے لیڈر کی طرح رنڈی کے بچے ہیں یہ سارے، ان کی گانڈوں میں ڈنڈا ڈال کر انکو روڈوں پہ گھمانا چاہیے یہی ان کا علاج ہے,@humnewspakistan @SammerAbbas @AliHZaidiPTI اپنے بھڑوے لیڈر کی طرح رنڈی کے بچے ہیں یہ سارے، ان کی گانڈوں میں ڈنڈا ڈال کر انکو روڈوں پہ گھمانا چاہیے یہی ان کا علاج ہے
3156,@_ImranRiazKhan اوو اچھی تربیت 🤣🤣 یہ چیخ چیخ کر بولنا اچھی تربیت ہوگیا تم وزیر ہو یا شریف خاندان کے پتلو نوکر. نوکر ہو نوکر ہی رہو اپنی حثیت نہ بھولو. تمہارا چھوٹا سا گلہری جو پوری دنیا میں چھوڑ مشور ہے اسکی کیا حثیت ایک کشمیری کے ساتھ ایسا کری.,@_ImranRiazKhan اوو اچھی تربیت 🤣🤣 یہ چیخ چیخ کر بولنا اچھی تربیت ہوگیا تم وزیر ہو یا شریف خاندان کے پتلو نوکر. نوکر ہو نوکر ہی رہو اپنی حثیت نہ بھولو. تمہارا چھوٹا سا گلہری جو پوری دنیا میں چور مشہور ہے اس کی کیا حثیت ایک کشمیری کے ساتھ ایسا کرے.
3263,"پاکستان کی5 سب سے بدکردار بدزبان بے حیا بدنسل سیاسی پارٹیاں اور لیڈرشپ جنہوں نے ملک کی سیاست کو گندہ کیا لوگوں کی عزتیں اچھالیں ملک کو برباد کیا اپنے ضمیر بیچے۔ اللہ ان کی نسلیں تباہ و برباد کریں آمین  
1 PMLN 
2 PPP
3 JUI F 
4 PAK Serzamin party 
5 MQM","پاکستان کی5 سب سے بدکردار بدزبان بےحیا بدنسل سیاسی پارٹیاں اور لیڈرشپ جنہوں نے ملک کی سیاست کو گندہ کیا لوگوں کی عزتیں اچھالیں ملک کو برباد کیا اپنے ضمیر بیچے۔ اللہ ان کی نسلیں تباہ و برباد کریں آمین  
1 PMLN 
2 PPP
3 JUI F 
4 PAK Serzamin party 
5 MQM"
3290,@ullah_habab @JUI_NW @DurraniViews بڑوے قادیانی مفتی محمود صاحب کی تو آپنی پارٹی تھی ان کا فاطمہ جناح کو ووٹ دینے کا کیا لاجک ھے بے غیرت کے بچو صرف الزام لگانا آتا ھے دلیل کوئی نہیں ہوتا نیازی کتے یہودی ایجنٹ کی ناجائز اولاد قادیانی کتے,@ullah_habab @JUI_NW @DurraniViews بڑوے قادیانی مفتی محمود صاحب کی تو اپنی پارٹی تھی ان کا فاطمہ جناح کو ووٹ دینے کا کیا لاجک ھے بےغیرت کے بچوں صرف الزام لگانا آتا ھے دلیل کوئی نہیں ہوتا نیازی کتے یہودی ایجنٹ کی ناجائز اولاد قادیانی کتے
3315,"بلوچستان نئے انتظامی یونٹ اور ضلع کےلیےبرشور میں ضلعی ہیڈ کوارٹر کے قیام سے سی پیک کو پاک افغان بارڈر سے منسلک کرنے کےلیے کئی راستے میسر آئینگے جس کا حب برشور ہے۔ 
#ضلع_برشور_توبہ_کاکڑی
@AQuddusBizenjo
@OfficialDGISPR @ChiefSecretary @abdulwahidsidd @HamidMirPAK https://t.co/m44wevX5wX","بلوچستان نئے انتظامی یونٹ اور ضلع کے لیے برشور میں ضلعی ہیڈ کوارٹر کے قیام سے سی پیک کو پاک افغان بارڈر سے منسلک کرنے کےلیے کئی راستے میسر آئینگے جس کا حب برشور ہے۔ 

@AQuddusBizenjo
@OfficialDGISPR @ChiefSecretary @abdulwahidsidd @HamidMirPAK "
